Date,ABEV3.SA,AXIA3.SA,AXIA6.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRKM5.SA,CMIG4.SA,COGN3.SA,CPFE3.SA,CPLE3.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CYRE3.SA,DIRR3.SA,EGIE3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MBRF3.SA,MGLU3.SA,MRVE3.SA,MULT3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PRIO3.SA,PSSA3.SA,RADL3.SA,RAIL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2018-01-03,0.0023026209119724754,-0.012855071788899972,-0.016155318267969267,0.029748272094004827,0.01688007555861983,0.012673441081210095,0.004245367559372589,0.004586978202243457,0.000696547092389778,-0.0073732781172095255,0.00947906775719257,0.009408575843887592,-0.008471476616802007,-0.008658194846814701,0.00868605291110391,-0.012428921245053313,-0.005351638956050057,0.0,-0.024002977762598708,0.03620300401080627,0.0044946019593550745,-0.029541614345369456,-0.0067415647783504555,0.002832860309964995,0.0,0.0019761173259174895,-0.019764428028715246,-0.0015435278038922185,-0.0033111660871023253,0.0,-0.01569979105388023,-0.020538772594201372,0.011717216918063583,0.006814162201539626,-0.012718096386800456,0.012649430803410374,-0.011019259534586011,-0.01269042210091353,0.014435928242109108,0.0040062732717209325,0.012614992294937752,0.009022887383129261,0.027536312960383905,0.017976719853932673,0.01796911988617672,-0.025076850985836525,-0.03048289124560333,0.013528409281176662,-0.00828358736231114,-0.0180815677497137,0.008642616863042378,-0.007479052576253404,0.0013973108020704033,0.0007570898217418252,0.0210052369668603,-0.009922843445985863,0.032789689896552274,-0.006010299967226699,0.0,-0.029413805673890334,-0.015304507551854788,0.0008855108391329704
2018-01-04,-0.005535098975088654,-0.006490041543304807,0.014322153591611042,0.031064504790831546,0.0064169219322472975,0.009549717867271884,0.01804536283281297,0.016273797188957124,0.002087019504481736,-0.003707298780835344,0.003661988542861451,0.028031542370064024,0.015061887824285174,-0.011661848929716409,0.013422966119648714,-0.007322336743507599,-0.004399696721494512,-0.0023529178999474676,-0.015536750375387586,0.0306370397048701,0.008187498387848918,0.010526586232301632,-0.013049874688220437,-0.007809809667010286,-0.016095996816760792,-0.011331546814480134,-0.02020971217254253,0.052643985790880976,0.03583456004989463,0.0,0.007319824488898962,-0.02779873274949882,0.01864232282485469,0.020610293619628364,0.0016683198358014562,0.005571184037106221,0.0,0.023726365749916305,-0.0065359388396295645,-0.001103381169407457,0.008510687215515268,0.001794675447177955,0.029199100522783634,0.03401262938247368,0.0008095377306693802,0.007679564077388831,0.0015860242047802753,0.014203268910555227,0.011943432228854436,-0.019614214995642896,-0.003951852282291138,0.0026777194372419044,-0.015948177221721937,-0.00455254053124775,-0.0061902083739671585,0.011610502406427213,0.05491566065268792,0.004090751491389863,0.0,0.010885446671179548,-0.009787853084803661,-0.0041383868852293455
2018-01-05,0.0036934887475288496,-0.009266913760850773,-0.02555286651879094,-0.034172730852150425,0.014394943275495233,0.0,0.000303820789430417,0.005648595471852321,0.006580081859958473,0.011080576898044805,0.0163984358633667,0.023780099591098426,0.02394640225355022,0.0014651294691175821,-0.0021354502798105615,-0.016406858786687108,0.014591768403507916,0.01031185042338411,0.008033906422849256,0.022376969590462946,0.015447089279427971,0.001743415021378732,0.005126730256090409,0.0049769493570452385,0.014609846198470803,0.009798166201170059,0.014328121184237149,-0.012532470980693327,0.003194798679469633,0.0,0.009214351827194565,0.01591365327634157,0.0017573272353257011,0.0028780339607924407,-0.00948962903954293,-0.006130221192401865,0.008275941028044109,-0.019902392557058748,0.014323143479057353,0.007287819975945626,0.007878112075396328,0.005959562984854857,-0.012062735265098172,0.05479787802859151,0.019225825806097836,0.01739728690844775,-0.0015860242047802935,-0.014636488834348529,0.010597730093836457,0.011339985108653696,0.018545331506497207,-0.0026777194372419105,0.004716917567247253,0.008330546107180327,0.02133951223076598,0.002073276309941791,-0.04388810714217259,0.015489371890305052,0.0,0.0024576780447687335,0.004090247532907566,-0.01371925708196472
2018-01-08,-0.0018451325269244405,0.006550196562611707,0.0023500364611402603,-0.01235544082062512,0.004613289770524747,0.002373346042864761,0.0,-0.0002817876827401558,0.005850963834340251,-0.03456658580175482,0.01217880678780594,0.017315035418330776,0.0017675576901044305,0.002924158072502081,-0.04537531615527447,0.01588183480351872,0.008175075278301906,-0.008664140530823641,0.0061003641253825685,0.04733413274812556,0.005096644948544614,-0.005240365511256638,0.005665845739632662,-0.020781826632523405,-0.01649833526386675,0.01301661802725136,-0.026368201612663837,0.03427279171623767,0.012678554889837676,0.0,-0.010337058776362347,-0.005224934804539721,-0.0008785037028440304,-0.003321766157873042,0.017788320832342622,-0.005043268118405402,-0.018018593074367536,0.0001272816676555225,-0.02024225475387646,-0.012545977938116971,0.015573560994246043,0.011813517044761555,-0.019608475114652923,0.07299542092916822,-0.005037594928099632,-0.012795486865613364,0.012618393264400682,-0.004782072340191878,0.01917259857664006,0.02026795375141097,-0.005314428364320529,0.02384252752298411,-0.0047169175672472675,-0.013667397464507219,-0.0006399996973327036,0.006965064623012682,0.010907511860053025,0.02198391100800885,0.0,0.01049943576843086,0.008129819879141588,0.0035971315706022577
2018-01-09,-0.0027738794986956,-0.04052732734777013,-0.04317212271315833,-0.006323564409248922,-0.014328129144029787,-0.009526872440679197,-0.007604877984378588,-0.00933897140630057,-0.0034376665571180763,-0.0019029134671478148,-0.006865520759989033,-0.011299500418006325,0.0022052287098658432,-0.020649659376961272,0.012229122331585617,0.003146337868398209,-0.010592362920520746,-0.027902147125013977,-0.0025762022380427492,0.026773827471282027,-0.004366911717670848,0.006981351696480202,0.0,0.006495814886591139,0.012025596353925519,0.0,-0.029280886152847546,0.005718133629487437,-0.0015763211391548596,0.0,0.005321431942804031,0.006450714168571823,-0.015943040505883434,-0.010928730825877326,-0.011080654184582941,0.0058815261157207435,-0.012667410165519899,-0.02433669130957222,0.005919111274819204,0.002909321356120039,0.0,0.0,-0.004962501009933391,-0.11214038503154716,0.006887605180338073,-0.014096618914592773,-0.03265922960151266,-0.00831311701719154,-0.007106706093364718,-0.01376094773081568,0.000355292823671247,0.010416586895723771,-0.01861192999400637,0.0015275425406233623,0.00032010175370802795,-0.0038635759688715305,0.010789701858588803,-0.003707802700806311,0.0,-0.002675211632244977,0.016065163674611412,-0.017202934082067238
2018-01-10,0.0,-0.041057969503065395,-0.042048158556556456,0.0008806125528227234,-0.008953804713198912,-0.004196337525978732,-0.0064324999901906165,-0.010576179612503516,-0.0041407043141551345,0.0,-0.006912855740848083,-0.010471311035252822,-0.010851707103350202,0.014793011320978803,0.019152442069274758,0.0460439385014068,0.012505955510593346,-0.019536774450492993,0.00070325906404603,0.0029310641994557372,-0.021379297447620165,0.00520388233742211,-0.0036789615066496694,-0.021818991901529944,-0.032266976763015966,-0.007698787097802454,0.0321268904725128,-0.01363515607867133,0.0031497942269478486,0.0,-0.003918226901716885,-0.004911209465726779,0.0,-0.0033703138559211697,-0.019691043082501473,-0.027174311098073226,-0.0014173482656842525,0.010115574938692324,0.0019652182434374945,-0.005270759716273415,-0.01894203942195882,-0.013597735277460096,0.002484328803842367,-0.013544235198998692,0.021416175468151662,-0.031027124238765587,-0.002432158137160429,-0.002199247794165299,-0.0018622683878513398,-0.02025075815890876,0.024207400698867294,0.0056834300432108764,-0.013579264345157629,-0.0239482880697225,-0.002563280971644716,-0.007772010536509147,0.0,-0.014028867767406883,0.0,-0.012745551572886695,-0.008000320998741336,0.0009130677747097862
2018-01-11,0.011507740281646986,0.015231712799768702,0.024742341588456937,0.012248689782630781,0.016143490224154764,0.022572645358526645,0.01403737797456912,0.019915151018804103,0.005860768439136769,0.0,-0.002136789729212466,0.029852770798018093,0.028535772630801967,0.020349819897857037,-0.03699030503106905,0.03198289750224433,-0.0023928983051817784,0.010060365782360522,0.012112876756221596,0.056887550123604615,0.038733229845879305,0.0017283463747705902,-0.00997330657650849,0.01459878519327518,0.009981113482265517,0.005892495270501633,-0.020456718450773646,0.07848554144148241,0.049089365597551594,0.0,0.004197404960424816,-0.014411013284336652,0.01594304050588345,0.020711583883579594,-0.005698128218746817,0.00429477888502925,0.0014173482656842432,0.0018049749631831302,0.015584759569823735,0.012438127791271479,0.02444538122825443,0.026433090859282537,0.009876496976116388,0.09309039217889786,0.020207993231550928,0.013844394545601723,0.020884370417692418,0.02134689205040672,0.014801535483263507,0.013150010146717057,0.0013858419555767786,-0.0036127490345049607,-0.007351114002361071,0.003901456497704973,-0.0012841086072097902,0.0038936621019828523,0.05226823337634625,0.019354690723202738,0.0,0.0394199501607516,0.01909324205735589,0.030255367488182507
2018-01-12,-0.011507740281647012,-0.022935540132624718,-0.014063389053239839,-0.01577588907423829,-0.005069681653220163,0.002346695861075595,0.0,0.0,0.0020607832311213396,-0.019231347079996634,0.0026700533721450326,0.006788200812105244,0.009047898439576698,-0.010122905054677712,-0.04427266073294605,-0.023023292756130263,-0.008178914190215294,0.017905028544149652,-0.00440907025988799,-0.031837843859074524,0.007142928142084743,-0.03158185335508483,0.005141374430878362,0.006500575498987238,0.003050857716104589,0.00795269232125849,-0.0061825562163512066,0.0,0.02513085036242309,0.0,0.019084996091189767,0.01579486387767824,0.0026330864290544666,-0.0008815408237541495,-0.013809160495382328,0.008535164938374161,-0.02582605145361263,-0.001030975383240287,-0.0019348855304188095,-0.004542774456502454,0.00765449912968324,0.002894444960214256,-0.014851792971868933,-0.03181388843017779,0.029443097050073235,-0.0005778458045366593,0.003966718057772511,-0.018269446607471353,-0.004909811316161303,0.00592089150124215,-0.003120352133328418,-0.003625963479586746,0.0,0.0031099732283309135,-0.0016076110006342933,0.0021995489392150607,0.020165884160712227,0.005757269455577959,0.0,-0.009052252198134722,0.007459021970769887,-0.026612444973511996
2018-01-15,0.010133513847313596,0.013002633360882488,0.01705146279533044,0.03370111433625647,0.002960573009323941,0.004968300716415619,0.002420401570196291,0.007017420113363619,-0.001373149054944993,0.0,0.01324511285790446,-0.000615255576106215,0.023106512812173702,-0.004370266787196785,-0.004123802553580817,0.03983048648417412,-0.0024184572376708476,-0.00047981438129494056,0.006490615762364457,0.02536540669250194,0.023911410948276562,0.026386980742802,0.005398549354041792,0.006458522577968211,-0.0022874667450288543,0.01615920500829186,0.016284012275363618,-0.01007073415756311,-0.004389439099227079,0.0,-0.004668529385060795,0.006279145313690389,0.01219506876313271,0.006157376202525341,-0.0005793859867983222,0.025176201702679448,-0.005831245504557642,0.017129515901165324,0.0032228477360759593,0.013975099450830322,0.005431874151241485,0.00288609132191759,0.012391973571963102,-0.009429102477283673,0.024050829191200038,0.0016169863186207107,0.006314153311478803,0.03111755840589679,-0.001846856559016333,0.0005898761503540026,0.010362480717060371,0.010325162900998901,0.0107634707805952,0.02378323667239623,-0.0012877275625599706,0.0028393910776684933,0.025090742335563344,-0.0018386446999867276,0.0,-0.006963401743925235,0.0066258958454124585,-0.008826788924458349
2018-01-16,0.0036595739612375173,0.011094914588836727,0.00940352262140384,0.011211254457690495,0.006733710957415463,0.008708539154875362,0.01649016874490755,0.006691093700344391,0.01770538909176149,-0.001943898040938405,-0.007925796192973124,-0.024923441402905748,0.03196481205206092,0.002915309973291514,-0.010682446301236145,-0.01245826537782846,0.0024184572376707335,-0.022320160166922842,0.0018466400071512992,-0.028224159427875095,-0.007673671052439239,0.08643258352553361,0.004523620355957308,0.0007150682555200575,0.011008063468900237,-0.011239369511748377,-0.005759635730008831,-0.024591263621913148,-0.02223918969317317,0.0,0.000825661761506113,0.022493089142526197,0.012903686169515325,0.009166084371446784,0.0017374298818137541,0.003309411292839178,-0.01918876112705968,-0.0025381432771529448,-0.002577498719945268,-0.03038925182768247,0.01771874501867441,0.017142860205330034,-0.007416677576210632,-0.0546228824390525,0.028863941976273875,-0.016407899554268673,0.007056001812859068,0.018967858128774027,-0.001851083140995695,0.005002288007281042,0.0034309359034196446,-0.0015418061343841342,-0.00585644111094863,-0.0354971782257402,0.01534546135932098,0.002059985198964635,-0.0305503121080168,-0.02728422082785709,0.0,0.015541015454555674,0.01197178355314023,-0.006440668428847665
