Date,ABEV3.SA,ALOS3.SA,ASAI3.SA,AURE3.SA,AXIA3.SA,AXIA6.SA,AZZA3.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRAV3.SA,BRKM5.SA,CEAB3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE3.SA,CSAN3.SA,CSMG3.SA,CSNA3.SA,CURY3.SA,CXSE3.SA,CYRE3.SA,DIRR3.SA,EGIE3.SA,EMBJ3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,ISAE4.SA,ITSA4.SA,ITUB4.SA,KLBN11.SA,LREN3.SA,MBRF3.SA,MGLU3.SA,MOTV3.SA,MRVE3.SA,MULT3.SA,NATU3.SA,PETR3.SA,PETR4.SA,POMO4.SA,PRIO3.SA,PSSA3.SA,RADL3.SA,RAIL3.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMFT3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2018-01-02,15.339713096618652,18.630674362182617,,,13.986599922180176,10.23978042602539,43.80249786376953,5.648289203643799,9.456817626953125,11.138398170471191,12.179816246032715,13.36778736114502,8.407752990722656,3.6676487922668457,4.202160358428955,,33.29117965698242,,1.4987554550170898,,14.881514549255371,12.09742546081543,1.2304768562316895,8.85277271270752,6.88600492477417,5.2206926345825195,,,8.135425567626953,1.000008463859558,11.773576736450195,,3.5250000953674316,17.459718704223633,10.877668380737305,18.720983505249023,6.50360107421875,2.4707412719726562,,26.42349624633789,,7.831895351409912,4.08802604675293,15.464815139770508,10.83881664276123,20.85293960571289,4.467325687408447,20.938085556030273,12.751445770263672,10.739914894104004,18.784088134765625,31.88364601135254,4.881356716156006,4.349907875061035,1.8174556493759155,1.7062594890594482,11.48157024383545,15.508384704589844,12.25086498260498,,,17.90805435180664,18.283035278320312,5.380980014801025,3.4512455463409424,,16.15133285522461,9.288567543029785,7.978168964385986,9.073101997375488,13.41288948059082,7.521602630615234,21.669309616088867,,,,11.214767456054688,8.20262622833252,26.49481201171875
2018-01-03,15.37507152557373,18.77204132080078,,,13.807950019836426,10.07568073272705,45.1251335144043,5.74444055557251,9.577432632446289,11.185785293579102,12.235806465148926,13.377100944519043,8.345987319946289,3.70257830619812,4.24188232421875,,33.01034164428711,,1.4858348369598389,,15.011341094970703,11.947998046875,1.2239094972610474,8.85277271270752,6.722686290740967,5.41316032409668,,,8.17207145690918,0.9708989858627319,11.69447135925293,,3.5350000858306885,17.459718704223633,10.899186134338379,18.35460090637207,6.4935736656188965,2.462573766708374,,26.011884689331055,,7.672676086425781,4.136207103729248,15.570551872253418,10.70184326171875,21.118398666381836,4.418369293212891,20.674047470092773,12.659042358398438,10.896080017089844,18.85948371887207,31.626998901367188,4.943324565887451,4.389334201812744,1.868196964263916,1.7372097969055176,11.689754486083984,15.12431812286377,11.883058547973633,,,18.151968002319336,18.13221549987793,5.284558296203613,3.481201648712158,,16.03099250793457,9.301553726196289,7.984216213226318,9.26569938659668,13.280450820922852,7.772320747375488,21.539464950561523,,,,10.889698028564453,8.078042030334473,26.518281936645508
2018-01-04,15.290207862854004,18.727397918701172,,,13.71862506866455,10.221026420593262,46.548919677734375,5.781422138214111,9.669327735900879,11.389473915100098,12.43657398223877,13.405046463012695,8.315105438232422,3.7161622047424316,4.362471580505371,,33.51129913330078,,1.4686079025268555,,15.214197158813477,11.860830307006836,1.2185362577438354,8.831966400146484,6.619045734405518,5.581569671630859,,,8.239256858825684,0.9811733365058899,11.542850494384766,,3.507499933242798,17.18093490600586,10.77637767791748,17.98737907409668,6.844576835632324,2.5524189472198486,,26.202999114990234,,7.462323188781738,4.214038848876953,15.894792556762695,10.719709396362305,21.236377716064453,4.418369293212891,21.170440673828125,12.705245971679688,10.825095176696777,18.838687896728516,32.574623107910156,4.985576629638672,4.397217273712158,1.9235512018203735,1.7973132133483887,11.699216842651367,15.24090576171875,11.9019193649292,,,18.41162109375,18.35006332397461,5.181915760040283,3.4674718379974365,,16.073972702026367,9.15439224243164,7.947951316833496,9.208518981933594,13.435542106628418,8.211081504821777,21.627761840820312,,,,11.008882522583008,7.999358177185059,26.408767700195312
2018-01-05,15.346787452697754,18.749725341796875,,,13.592087745666504,9.963155746459961,44.985084533691406,5.865246772766113,9.669327735900879,11.39293098449707,12.5070161819458,13.49354362487793,8.407752990722656,3.7776052951812744,4.4674553871154785,,34.32347106933594,,1.4707609415054321,,15.18173885345459,11.667820930480957,1.2364470958709717,8.923510551452637,6.672436237335205,5.707877159118652,,,8.36751937866211,0.9828851222991943,11.602179527282715,,3.5250000953674316,17.433786392211914,10.882482528686523,18.246965408325195,6.759333610534668,2.560586452484131,,26.445554733276367,,7.582026958465576,4.221451759338379,15.940608978271484,10.618464469909668,21.106595993041992,4.455086708068848,20.753259658813477,12.759145736694336,10.981261253356934,18.976486206054688,32.574623107910156,5.025010585784912,4.423501491546631,1.900486707687378,1.8985506296157837,11.926325798034668,15.508384704589844,11.883058547973633,,,18.14409828186035,18.545576095581055,5.2410125732421875,3.5323774814605713,,16.03099250793457,9.197671890258789,8.014435768127441,9.407135009765625,13.463423728942871,7.858506679534912,21.965362548828125,,,,11.035980224609375,8.032145500183105,26.048931121826172
2018-01-08,15.318498611450195,18.228891372680664,,,13.681407928466797,9.98659896850586,44.43269729614258,5.892366409301758,9.692303657531738,11.39293098449707,12.503494262695312,13.572728157043457,8.122091293334961,3.8238935470581055,4.5454840660095215,,34.384185791015625,,1.4750679731369019,,14.508256912231445,11.854605674743652,1.2465965747833252,8.846529006958008,6.713265895843506,5.9845499992370605,,,8.410272598266602,0.9777480959892273,11.668100357055664,,3.452500104904175,17.148515701293945,11.02506160736084,17.772111892700195,6.995004177093506,2.593257427215576,,26.173595428466797,,7.542514801025391,4.217743873596191,15.887742042541504,10.809040069580078,21.00042152404785,4.3755316734313965,20.75589942932129,12.582042694091797,10.761210441589355,18.739900588989258,32.18965148925781,5.103877544403076,4.476068496704102,1.8635843992233276,2.0423195362091064,11.866393089294434,15.311209678649902,12.033953666687012,,,18.057552337646484,18.904573440551758,5.348320960998535,3.513654947280884,,16.417800903320312,9.15439224243164,7.905642509460449,9.401119232177734,13.557524681091309,7.944693088531494,22.4536075592041,,,,11.15245532989502,8.097713470458984,26.142803192138672
2018-01-09,15.276062965393066,18.042884826660156,,,13.138023376464844,9.564630508422852,44.152610778808594,5.808541297912598,9.600408554077148,11.306615829467773,12.3872652053833,13.526150703430176,8.106649398803711,3.7977306842803955,4.494410037994385,,34.4600944519043,,1.444920539855957,,14.686769485473633,11.891963005065918,1.2334617376327515,8.603105545043945,6.695991516113281,6.146944522857666,,,8.373627662658691,0.9845976233482361,11.668100357055664,,3.4749999046325684,17.355987548828125,11.02506160736084,17.259275436401367,7.035120487213135,2.5891733169555664,,26.31324577331543,,7.591324329376221,4.151033401489258,15.71505069732666,10.689931869506836,21.124303817749023,4.3204545974731445,20.256872177124023,12.589743614196777,10.825095176696777,18.79448890686035,31.88364601135254,5.103877544403076,4.476068496704102,1.8543585538864136,1.8256677389144897,11.948405265808105,15.096884727478027,11.647282600402832,,,17.90805435180664,18.770700454711914,5.275227069854736,3.5149035453796387,,16.5897159576416,8.985588073730469,7.917731761932373,9.404128074645996,13.50524616241455,8.030878067016602,22.370502471923828,,,,11.122657775878906,8.228849411010742,25.696918487548828
2018-01-10,15.276062965393066,17.81967544555664,,,12.609524726867676,9.170791625976562,44.191505432128906,5.756767272949219,9.560202598571777,11.23412036895752,12.256951332092285,13.470255851745605,8.106649398803711,3.771566152572632,4.447594165802002,,34.088165283203125,,1.4664539098739624,,14.970769882202148,12.452315330505371,1.2489845752716064,8.436660766601562,6.700701713562012,6.164988994598389,,,8.196504592895508,0.9897348284721375,11.625251770019531,,3.4000000953674316,16.804899215698242,10.940510749816895,17.82276725769043,6.939848899841309,2.597342014312744,,26.21034812927246,,7.554136753082275,4.151033401489258,15.662189483642578,10.48149299621582,20.557992935180664,4.314335823059082,20.462820053100586,12.28173542022705,10.846391677856445,18.69569969177246,32.12055587768555,5.008109092712402,4.415617942810059,1.8589718341827393,1.8011071681976318,12.20705509185791,14.635661125183105,11.618988037109375,,,17.868709564208984,18.735776901245117,5.169473648071289,3.601027727127075,,16.68426513671875,8.86439323425293,7.730364799499512,9.38005256652832,13.400690078735352,8.030878067016602,22.058862686157227,,,,10.981799125671387,8.163283348083496,25.720382690429688
2018-01-11,15.452869415283203,17.85687828063965,,,12.803057670593262,9.400529861450195,44.73612594604492,5.850456237792969,9.778454780578613,11.39293098449707,12.503494262695312,13.549436569213867,8.106649398803711,3.763516426086426,4.582369804382324,,35.07490539550781,,1.4966020584106445,,14.427114486694336,12.857016563415527,1.2459995746612549,8.521964073181152,6.78236198425293,6.525866985321045,,,8.520208358764648,0.991446852684021,11.509888648986816,,3.450000047683716,16.973466873168945,11.005167007446289,17.461875915527344,7.506469249725342,2.728025436401367,,26.320600509643555,,7.4460530281066895,4.217743873596191,15.989944458007812,10.421939849853516,20.646482467651367,4.3204545974731445,20.499788284301758,12.28173542022705,11.016751289367676,18.9296875,32.03171157836914,5.132044315338135,4.5338921546936035,1.8774229288101196,1.9768248796463013,12.456243515014648,14.839696884155273,11.8641939163208,,,18.254257202148438,19.01515769958496,5.2379021644592285,3.6060216426849365,,16.62409782409668,8.799469947814941,7.760585784912109,9.36801528930664,13.452967643737793,8.461801528930664,22.48996353149414,,,,11.423346519470215,8.320647239685059,26.510454177856445
2018-01-12,15.276062965393066,17.85687828063965,,,12.512757301330566,9.269251823425293,44.03590774536133,5.820868015289307,9.801427841186523,11.39293098449707,12.503494262695312,13.577384948730469,7.952237606048584,3.773580312728882,4.613580226898193,,35.39370346069336,,1.4815280437469482,,13.802319526672363,12.5643892288208,1.2358499765396118,8.675924301147461,6.75252628326416,6.321369647979736,,,8.581287384033203,0.960624635219574,11.569219589233398,,3.4725000858306885,17.02533531188965,11.093037605285645,17.354244232177734,7.506469249725342,2.797450542449951,,26.8277587890625,,7.56459379196167,4.2288641929626465,15.975852966308594,10.279006958007812,20.823442459106445,4.210302352905273,20.47866439819336,12.366436958312988,10.99545669555664,18.843891143798828,32.60422897338867,5.171479225158691,4.547033786773682,1.8497458696365356,1.9149242639541626,12.828448295593262,14.831123352050781,11.91135025024414,,,17.923795700073242,18.922029495239258,5.26900577545166,3.594787120819092,,16.563926696777344,8.799469947814941,7.784761905670166,9.3529691696167,13.482592582702637,8.634171485900879,22.619813919067383,,,,11.320406913757324,8.382939338684082,25.814254760742188
2018-01-15,15.431654930114746,17.7750301361084,,,12.67651653289795,9.42866039276123,45.545265197753906,5.838126182556152,9.850251197814941,11.420548439025879,12.591541290283203,13.55875301361084,7.952237606048584,3.8238935470581055,4.610742568969727,,36.22105026245117,,1.4750679731369019,,13.745519638061523,13.074934005737305,1.2328648567199707,8.671762466430664,6.796494007110596,6.483763694763184,,,8.788949012756348,0.9863097071647644,11.63184642791748,,3.494999885559082,16.986434936523438,11.273748397827148,17.639156341552734,7.431253433227539,2.7851994037628174,,26.702802658081055,,7.612245082855225,4.280752182006836,16.074525833129883,10.273054122924805,21.354358673095703,4.185823440551758,20.83247184753418,12.38183879852295,11.030949592590332,19.109073638916016,33.147151947021484,5.19964599609375,4.56017541885376,1.872809886932373,1.8969531059265137,13.14072036743164,14.855127334594727,11.986798286437988,,,18.49030876159668,18.887107849121094,5.272115707397461,3.632233142852783,,16.73583984375,8.894694328308105,7.972128391265869,9.340929985046387,13.520930290222168,8.853554725646973,22.57826042175293,,,,11.241849899291992,8.438672065734863,25.58740234375
